raceid,driverid,constructorid,circuitid,year,statusid,finished,gap_to_best_time
18,1,1,1,2008,1,True,0.0
18,9,2,1,2008,4,False,0.128
18,5,1,1,2008,1,True,0.265
18,13,6,1,2008,5,False,0.504
18,2,2,1,2008,1,True,0.331
18,15,7,1,2008,10,False,0.914
18,3,3,1,2008,1,True,0.872
18,14,9,1,2008,4,False,0.876
18,10,7,1,2008,3,False,0.977
18,20,5,1,2008,4,False,0.655
18,22,11,1,2008,2,False,0.986
18,4,4,1,2008,1,True,1.001
18,18,11,1,2008,4,False,1.072
18,6,3,1,2008,11,True,1.226
18,17,9,1,2008,4,False,1.727
18,8,6,1,2008,5,False,0.953
18,21,10,1,2008,4,False,2.02
18,7,5,1,2008,5,False,2.259
18,16,10,1,2008,9,False,2.672
18,11,8,1,2008,7,False,3.021
18,12,4,1,2008,8,False,3.143
18,19,8,1,2008,4,False,3.872
19,13,6,2,2008,20,False,0.224
19,8,6,2,2008,1,True,0.0
19,5,1,2,2008,1,True,0.571
19,1,1,2,2008,1,True,0.439
19,15,7,2,2008,1,True,0.772
19,9,2,2,2008,1,True,0.623
19,2,2,2,2008,1,True,0.46
19,17,9,2,2008,1,True,0.779
19,4,4,2,2008,1,True,0.952
19,10,7,2,2008,4,False,0.812
19,18,11,2,2008,1,True,1.02
19,14,9,2,2008,1,True,1.22
19,12,4,2,2008,1,True,1.374
19,22,11,2,2008,11,True,1.434
19,20,5,2,2008,5,False,1.46
19,3,3,2,2008,11,True,1.482
19,21,10,2,2008,11,True,2.052
19,6,3,2,2008,12,True,2.2
19,7,5,2,2008,20,False,2.489
19,11,8,2,2008,12,True,2.899
19,16,10,2,2008,9,False,2.913
19,19,8,2,2008,11,True,3.293
20,9,2,3,2008,1,True,0.557
20,13,6,3,2008,1,True,0.0
20,1,1,3,2008,11,True,0.734
20,8,6,3,2008,1,True,0.745
20,5,1,3,2008,1,True,0.53
20,2,2,3,2008,1,True,0.721
20,15,7,3,2008,1,True,0.971
20,3,3,3,2008,1,True,0.997
20,18,11,3,2008,4,False,1.174
20,4,4,3,2008,1,True,1.157
20,17,9,3,2008,1,True,1.183
20,22,11,3,2008,1,True,1.32
20,10,7,3,2008,1,True,1.34
20,12,4,3,2008,6,False,1.602
20,7,5,3,2008,11,True,1.727
20,6,3,3,2008,11,True,1.755
20,14,9,3,2008,11,True,2.245
20,21,10,3,2008,11,True,2.313
20,20,5,3,2008,5,False,2.374
20,16,10,3,2008,12,True,2.657
20,19,8,3,2008,11,True,2.952
20,11,8,3,2008,11,True,4.537
21,8,6,4,2008,1,True,0.117
21,4,4,4,2008,5,False,0.22
21,13,6,4,2008,1,True,0.0
21,9,2,4,2008,1,True,0.013
21,1,1,4,2008,1,True,0.241
21,5,1,4,2008,3,False,0.233
21,17,9,4,2008,1,True,0.4
21,15,7,4,2008,1,True,0.323
21,2,2,4,2008,1,True,0.231
21,12,4,4,2008,4,False,0.31
21,22,11,4,2008,4,False,0.465
21,6,3,4,2008,1,True,0.533
21,18,11,4,2008,1,True,0.627
21,10,7,4,2008,11,True,0.646
21,3,3,4,2008,5,False,0.765
21,7,5,4,2008,4,False,0.956
21,14,9,4,2008,11,True,1.226
21,20,5,4,2008,4,False,1.524
21,21,10,4,2008,11,True,1.932
21,16,10,4,2008,4,False,2.64
21,19,8,4,2008,21,False,2.734
21,11,8,4,2008,11,True,2.912
22,13,6,5,2008,1,True,0.0
22,5,1,5,2008,11,True,0.296
22,1,1,5,2008,1,True,0.198
22,8,6,5,2008,1,True,0.056
22,9,2,5,2008,1,True,0.135
22,17,9,5,2008,1,True,0.472
22,4,4,5,2008,1,True,0.528
22,15,7,5,2008,1,True,0.701
22,2,2,5,2008,1,True,1.113
22,14,9,5,2008,1,True,0.526
22,3,3,5,2008,1,True,1.018
22,22,11,5,2008,11,True,1.225
22,18,11,5,2008,11,True,1.304
22,20,5,5,2008,11,True,1.418
22,10,7,5,2008,11,True,0.62
22,6,3,5,2008,4,False,1.553
22,12,4,5,2008,11,True,1.574
22,7,5,5,2008,22,False,1.627
22,21,10,5,2008,4,False,1.813
22,16,10,5,2008,11,True,2.331
23,13,6,6,2008,1,True,0.0
23,8,6,6,2008,1,True,0.294
23,1,1,6,2008,1,True,0.212
23,5,1,6,2008,1,True,0.185
23,9,2,6,2008,1,True,0.373
23,3,3,6,2008,3,False,0.177
23,4,4,6,2008,11,True,0.717
23,15,7,6,2008,11,True,0.488
23,17,9,6,2008,1,True,0.635
23,14,9,6,2008,3,False,0.729
23,10,7,6,2008,11,True,0.797
23,18,11,6,2008,11,True,0.991
23,2,2,6,2008,14,False,1.345
23,6,3,6,2008,1,True,1.369
23,22,11,6,2008,1,True,1.098
23,7,5,6,2008,4,False,1.696
23,12,4,6,2008,3,False,1.823
23,20,5,6,2008,1,True,1.845
23,16,10,6,2008,4,False,2.115
23,21,10,6,2008,6,False,2.713
24,1,1,7,2008,4,False,0.0
24,9,2,7,2008,1,True,0.562
24,8,6,7,2008,4,False,0.392
24,4,4,7,2008,20,False,0.506
24,3,3,7,2008,1,True,0.982
24,13,6,7,2008,1,True,0.322
24,5,1,7,2008,1,True,0.378
24,2,2,7,2008,1,True,0.872
24,22,11,7,2008,1,True,1.111
24,17,9,7,2008,1,True,0.614
24,10,7,7,2008,1,True,1.122
24,6,3,7,2008,3,False,0.729
24,14,9,7,2008,1,True,1.259
24,15,7,7,2008,1,True,1.13
24,12,4,7,2008,23,False,1.484
24,7,5,7,2008,11,True,2.007
24,16,10,7,2008,6,False,2.199
24,21,10,7,2008,20,False,2.256
24,18,11,7,2008,1,True,6.656
24,20,5,7,2008,1,True,
25,8,6,8,2008,1,True,0.109
25,13,6,8,2008,1,True,0.0
25,1,1,8,2008,1,True,0.269
25,4,4,8,2008,1,True,0.459
25,15,7,8,2008,1,True,0.338
25,5,1,8,2008,1,True,0.615
25,9,2,8,2008,1,True,0.663
25,17,9,8,2008,1,True,0.464
25,14,9,8,2008,1,True,0.63
25,10,7,8,2008,1,True,0.534
25,12,4,8,2008,1,True,0.746
25,2,2,8,2008,1,True,0.762
25,20,5,8,2008,1,True,0.792
25,7,5,8,2008,11,True,1.021
25,3,3,8,2008,11,True,1.061
25,6,3,8,2008,11,True,1.219
25,18,11,8,2008,4,False,1.282
25,22,11,8,2008,11,True,1.306
25,21,10,8,2008,11,True,1.947
25,16,10,8,2008,11,True,2.029
26,5,1,9,2008,11,True,0.06
26,17,9,9,2008,11,True,0.173
26,8,6,9,2008,11,True,0.434
26,1,1,9,2008,1,True,0.0
26,2,2,9,2008,1,True,0.265
26,4,4,9,2008,11,True,0.455
26,12,4,9,2008,20,False,0.578
26,20,5,9,2008,4,False,0.572
26,13,6,9,2008,12,True,0.549
26,9,2,9,2008,20,False,0.251
26,14,9,9,2008,4,False,0.637
26,10,7,9,2008,11,True,0.737
26,7,5,9,2008,11,True,0.994
26,15,7,9,2008,11,True,1.064
26,6,3,9,2008,11,True,1.575
26,22,11,9,2008,1,True,1.975
26,18,11,9,2008,20,False,2.094
26,3,3,9,2008,11,True,2.131
26,16,10,9,2008,20,False,2.249
26,21,10,9,2008,20,False,2.348
27,1,1,10,2008,1,True,0.0
27,13,6,10,2008,1,True,0.144
27,5,1,10,2008,1,True,0.252
27,15,7,10,2008,1,True,0.519
27,4,4,10,2008,1,True,0.34
27,8,6,10,2008,1,True,0.346
27,9,2,10,2008,1,True,0.506
27,17,9,10,2008,5,False,0.878
27,20,5,10,2008,1,True,0.817
27,14,9,10,2008,1,True,0.735
995,154,210,7,2018,11,True,
27,10,7,10,2008,22,False,0.905
27,2,2,10,2008,1,True,0.978
27,3,3,10,2008,1,True,1.03
27,18,11,10,2008,11,True,1.098
27,7,5,10,2008,1,True,1.255
27,6,3,10,2008,1,True,1.48
27,12,4,10,2008,1,True,1.586
27,22,11,10,2008,4,False,1.643
27,16,10,10,2008,1,True,2.054
27,21,10,10,2008,1,True,2.36
28,1,1,11,2008,1,True,0.308
28,5,1,11,2008,1,True,0.412
28,13,6,11,2008,5,False,0.0
28,9,2,11,2008,1,True,0.708
28,10,7,11,2008,1,True,0.178
28,8,6,11,2008,1,True,0.478
28,4,4,11,2008,1,True,0.748
28,17,9,11,2008,1,True,0.978
28,15,7,11,2008,1,True,0.418
28,12,4,11,2008,1,True,1.063
28,20,5,11,2008,25,False,1.076
28,18,11,11,2008,11,True,1.264
28,14,9,11,2008,1,True,1.434
28,7,5,11,2008,13,False,1.572
28,3,3,11,2008,11,True,1.68
28,2,2,11,2008,1,True,1.977
28,6,3,11,2008,11,True,2.017
28,22,11,11,2008,12,True,2.264
28,21,10,11,2008,11,True,2.602
28,16,10,11,2008,23,False,3.045
29,13,6,12,2008,1,True,0.017
29,1,1,12,2008,1,True,0.112
29,9,2,12,2008,1,True,0.208
29,8,6,12,2008,5,False,0.387
29,5,1,12,2008,1,True,0.278
29,20,5,12,2008,1,True,0.0
29,15,7,12,2008,1,True,0.086
29,2,2,12,2008,1,True,0.017
29,3,3,12,2008,1,True,0.494
29,7,5,12,2008,1,True,0.575
29,6,3,12,2008,11,True,0.586
29,4,4,12,2008,4,False,0.426
29,10,7,12,2008,1,True,0.657
29,17,9,12,2008,11,True,0.673
29,12,4,12,2008,1,True,0.902
29,18,11,12,2008,11,True,1.038
29,14,9,12,2008,11,True,1.393
29,21,10,12,2008,11,True,1.426
29,22,11,12,2008,11,True,1.969
29,16,10,12,2008,3,False,2.101
30,1,1,13,2008,1,True,0.051
30,13,6,13,2008,1,True,0.354
30,5,1,13,2008,6,False,0.0
30,8,6,13,2008,20,False,0.261
30,2,2,13,2008,1,True,0.274
30,4,4,13,2008,1,True,0.454
30,17,9,13,2008,1,True,0.777
30,9,2,13,2008,1,True,0.457
30,7,5,13,2008,1,True,0.507
30,20,5,13,2008,1,True,0.767
30,15,7,13,2008,11,True,0.912
30,12,4,13,2008,20,False,0.928
30,10,7,13,2008,1,True,0.958
30,14,9,13,2008,11,True,0.981
30,3,3,13,2008,11,True,1.392
30,22,11,13,2008,6,False,2.116
30,18,11,13,2008,11,True,2.174
30,16,10,13,2008,11,True,2.189
30,6,3,13,2008,11,True,2.231
30,21,10,13,2008,11,True,2.41
31,20,5,14,2008,1,True,0.25
31,5,1,14,2008,1,True,0.0
31,17,9,14,2008,1,True,0.787
31,7,5,14,2008,11,True,0.329
31,3,3,14,2008,1,True,0.271
31,13,6,14,2008,1,True,0.322
31,15,7,14,2008,1,True,0.692
31,4,4,14,2008,1,True,1.083
31,10,7,14,2008,1,True,0.523
31,2,2,14,2008,1,True,0.495
31,9,2,14,2008,1,True,0.339
31,21,10,14,2008,3,False,1.066
31,14,9,14,2008,11,True,1.271
31,8,6,14,2008,1,True,0.751
31,1,1,14,2008,1,True,0.18
31,22,11,14,2008,11,True,1.296
31,12,4,14,2008,1,True,1.416
31,6,3,14,2008,1,True,1.439
31,18,11,14,2008,1,True,1.792
31,16,10,14,2008,12,True,2.203
32,13,6,15,2008,1,True,0.0
32,1,1,15,2008,1,True,0.487
32,8,6,15,2008,3,False,0.218
32,9,2,15,2008,1,True,0.505
32,5,1,15,2008,1,True,0.193
32,2,2,15,2008,1,True,0.506
32,20,5,15,2008,1,True,0.247
32,10,7,15,2008,1,True,0.427
32,3,3,15,2008,1,True,0.415
32,6,3,15,2008,1,True,0.812
32,15,7,15,2008,9,False,1.024
32,18,11,15,2008,1,True,1.119
32,17,9,15,2008,7,False,1.198
32,14,9,15,2008,1,True,1.284
32,4,4,15,2008,1,True,0.957
32,12,4,15,2008,3,False,2.023
32,7,5,15,2008,1,True,2.375
32,22,11,15,2008,26,False,2.569
32,16,10,15,2008,3,False,3.926
32,21,10,15,2008,1,True,
33,1,1,16,2008,1,True,0.175
33,8,6,16,2008,1,True,0.446
33,5,1,16,2008,5,False,0.073
33,4,4,16,2008,1,True,0.584
33,13,6,16,2008,1,True,0.0
33,9,2,16,2008,1,True,0.644
33,15,7,16,2008,1,True,0.254
33,10,7,16,2008,28,False,0.383
33,20,5,16,2008,1,True,0.427
33,7,5,16,2008,1,True,0.815
33,14,9,16,2008,4,False,0.9
33,12,4,16,2008,1,True,0.987
33,17,9,16,2008,1,True,1.067
33,6,3,16,2008,11,True,1.307
33,3,3,16,2008,1,True,1.385
33,2,2,16,2008,1,True,1.548
33,22,11,16,2008,11,True,1.595
33,18,11,16,2008,11,True,1.813
33,16,10,16,2008,27,False,1.876
33,21,10,16,2008,6,False,2.623
34,1,1,17,2008,1,True,0.0
34,8,6,17,2008,1,True,0.408
34,13,6,17,2008,1,True,0.188
34,4,4,17,2008,1,True,0.514
34,5,1,17,2008,9,False,0.269
34,17,9,17,2008,1,True,0.739
34,2,2,17,2008,1,True,0.456
34,20,5,17,2008,1,True,0.439
34,15,7,17,2008,4,False,0.768
34,7,5,17,2008,1,True,0.531
34,12,4,17,2008,1,True,0.775
34,9,2,17,2008,1,True,0.867
34,10,7,17,2008,1,True,0.99
34,22,11,17,2008,1,True,1.132
34,3,3,17,2008,11,True,1.263
34,14,9,17,2008,1,True,1.784
34,6,3,17,2008,1,True,1.916
34,18,11,17,2008,11,True,2.106
34,16,10,17,2008,5,False,2.783
34,21,10,17,2008,11,True,2.792
35,13,6,18,2008,1,True,0.062
35,15,7,18,2008,1,True,0.339
35,8,6,18,2008,1,True,0.182
35,1,1,18,2008,1,True,0.088
35,5,1,18,2008,1,True,0.0
35,4,4,18,2008,1,True,0.322
35,20,5,18,2008,1,True,0.077
35,2,2,18,2008,11,True,0.258
35,7,5,18,2008,11,True,0.307
35,10,7,18,2008,1,True,0.141
35,12,4,18,2008,3,False,0.369
35,17,9,18,2008,1,True,0.521
35,9,2,18,2008,11,True,0.532
35,14,9,18,2008,4,False,0.922
35,22,11,18,2008,11,True,0.78
35,6,3,18,2008,12,True,1.032
35,18,11,18,2008,11,True,1.042
35,3,3,18,2008,11,True,1.234
35,21,10,18,2008,12,True,1.658
35,16,10,18,2008,12,True,1.74
36,8,6,1,2007,1,True,0.318
36,4,1,1,2007,1,True,0.0
36,2,2,1,2007,1,True,0.032
36,1,1,1,2007,1,True,0.251
36,9,2,1,2007,6,False,0.556
36,21,4,1,2007,1,True,0.618
36,17,9,1,2007,11,True,1.297
36,15,7,1,2007,11,True,1.362
36,23,7,1,2007,11,True,1.413
36,11,8,1,2007,11,True,1.432
36,19,8,1,2007,12,True,1.583
36,3,3,1,2007,11,True,1.588
36,5,4,1,2007,11,True,1.638
36,18,11,1,2007,11,True,1.938
36,25,3,1,2007,4,False,2.067
36,13,6,1,2007,1,True,1.386
36,22,11,1,2007,11,True,2.353
36,26,5,1,2007,29,False,2.979
36,14,9,1,2007,4,False,3.253
36,24,5,1,2007,11,True,3.941
36,16,12,1,2007,12,True,4.013
36,27,12,1,2007,3,False,6.606
37,13,6,2,2007,1,True,0.397
37,4,1,2,2007,1,True,0.0
37,8,6,2,2007,1,True,0.63
37,1,1,2,2007,1,True,0.593
37,2,2,2,2007,1,True,1.146
37,3,3,2,2007,9,False,1.323
37,9,2,2,2007,11,True,0.682
37,15,7,2,2007,1,True,1.198
37,23,7,2,2007,11,True,1.538
37,17,9,2,2007,1,True,1.522
37,5,4,2,2007,1,True,1.573
37,21,4,2,2007,1,True,1.649
37,14,9,2,2007,23,False,1.673
37,11,8,2,2007,11,True,1.888
37,18,11,2,2007,11,True,1.856
37,24,5,2,2007,11,True,2.083
37,26,5,2,2007,11,True,2.521
37,19,8,2,2007,11,True,2.759
37,22,11,2,2007,11,True,2.77
37,25,3,2,2007,1,True,3.269
37,27,12,2,2007,5,False,4.222
37,16,12,2,2007,4,False,4.358
38,13,6,3,2007,1,True,0.0
38,1,1,3,2007,1,True,0.393
38,8,6,3,2007,1,True,0.453
38,4,1,3,2007,1,True,0.855
38,2,2,3,2007,1,True,0.795
38,9,2,3,2007,1,True,0.933
38,21,4,3,2007,1,True,1.53
38,17,9,3,2007,6,False,1.449
38,15,7,3,2007,1,True,1.07
38,3,3,3,2007,1,True,1.456
38,25,3,3,2007,11,True,1.556
38,5,4,3,2007,1,True,1.576
38,19,8,3,2007,5,False,1.723
38,23,7,3,2007,11,True,1.935
38,22,11,3,2007,11,True,2.265
38,18,11,3,2007,4,False,2.372
38,11,8,3,2007,5,False,2.625
38,24,5,3,2007,9,False,2.665
38,26,5,3,2007,4,False,2.974
38,16,12,3,2007,14,False,3.921
38,14,9,3,2007,30,False,3.982
38,27,12,3,2007,12,True,4.174
39,13,6,4,2007,1,True,0.0
39,4,1,4,2007,1,True,0.2
39,8,6,4,2007,22,False,0.144
39,1,1,4,2007,1,True,0.116
39,9,2,4,2007,1,True,0.784
39,15,7,4,2007,32,False,0.957
39,2,2,4,2007,6,False,0.516
39,5,4,4,2007,1,True,1.026
39,14,9,4,2007,1,True,0.891
39,21,4,4,2007,11,True,1.08
39,3,3,4,2007,1,True,1.346
39,22,11,4,2007,11,True,1.5
39,11,8,4,2007,11,True,1.493
39,18,11,4,2007,11,True,1.523
39,19,8,4,2007,11,True,1.698
39,24,5,4,2007,31,False,1.911
39,23,7,4,2007,22,False,2.069
39,25,3,4,2007,4,False,2.172
39,17,9,4,2007,9,False,2.801
39,16,12,4,2007,12,True,3.214
39,27,12,4,2007,12,True,3.393
39,26,5,4,2007,27,False,
40,4,1,6,2007,1,True,0.0
40,1,1,6,2007,1,True,0.048
40,13,6,6,2007,1,True,0.536
40,21,4,6,2007,11,True,0.623
40,3,3,6,2007,11,True,0.669
40,17,9,6,2007,6,False,0.989
40,2,2,6,2007,11,True,0.302
40,9,2,6,2007,11,True,0.145
40,22,11,6,2007,11,True,1.023
40,18,11,6,2007,11,True,1.026
40,25,3,6,2007,11,True,1.231
40,24,5,6,2007,3,False,1.272
40,14,9,6,2007,12,True,0.888
40,15,7,6,2007,12,True,1.557
40,5,4,6,2007,5,False,1.694
40,8,6,6,2007,11,True,0.82
40,19,8,6,2007,12,True,2.819
40,26,5,6,2007,11,True,2.959
40,16,12,6,2007,3,False,2.987
40,23,7,6,2007,12,True,3.108
40,11,8,6,2007,12,True,3.123
40,27,12,6,2007,30,False,
41,1,1,7,2007,1,True,0.0
41,4,1,7,2007,1,True,0.036
41,2,2,7,2007,1,True,0.474
41,8,6,7,2007,1,True,0.925
41,13,6,7,2007,2,False,0.652
41,17,9,7,2007,1,True,0.771
41,3,3,7,2007,1,True,0.704
41,9,2,7,2007,3,False,0.882
41,21,4,7,2007,2,False,0.802
41,15,7,7,2007,3,False,1.114
41,11,8,7,2007,1,True,1.257
41,24,5,7,2007,3,False,1.274
41,22,11,7,2007,1,True,1.525
41,14,9,7,2007,6,False,1.818
41,18,11,7,2007,6,False,2.036
41,26,5,7,2007,3,False,1.947
41,19,8,7,2007,1,True,2.056
41,23,7,7,2007,1,True,2.148
41,25,3,7,2007,1,True,2.603
41,16,12,7,2007,3,False,3.05
41,27,12,7,2007,33,False,3.71
41,5,4,7,2007,1,True,2.32
42,1,1,19,2007,1,True,0.139
42,4,1,19,2007,1,True,0.0
42,13,6,19,2007,1,True,0.254
42,8,6,19,2007,1,True,0.185
42,2,2,19,2007,7,False,0.262
42,5,4,19,2007,1,True,0.673
42,20,2,19,2007,1,True,0.718
42,15,7,19,2007,1,True,0.902
42,17,9,19,2007,1,True,0.862
42,21,4,19,2007,11,True,0.677
42,14,9,19,2007,4,False,0.947
42,23,7,19,2007,4,False,0.925
42,18,11,19,2007,11,True,1.072
42,3,3,19,2007,5,False,1.134
42,22,11,19,2007,4,False,1.275
42,19,8,19,2007,11,True,1.238
42,25,3,19,2007,11,True,1.515
42,11,8,19,2007,20,False,1.551
42,24,5,19,2007,34,False,1.558
42,26,5,19,2007,12,True,1.786
42,16,12,19,2007,12,True,2.196
42,27,12,19,2007,13,False,2.671
43,13,6,8,2007,1,True,0.027
43,1,1,8,2007,1,True,0.0
43,8,6,8,2007,1,True,0.033
43,9,2,8,2007,1,True,0.271
43,21,4,8,2007,1,True,0.432
43,5,4,8,2007,11,True,0.477
43,2,2,8,2007,1,True,0.354
43,15,7,8,2007,4,False,0.584
43,3,3,8,2007,1,True,0.536
43,4,1,8,2007,1,True,0.289
43,23,7,8,2007,11,True,0.739
43,18,11,8,2007,1,True,0.789
43,22,11,8,2007,11,True,0.966
43,17,9,8,2007,11,True,0.951
43,26,5,8,2007,6,False,1.185
43,14,9,8,2007,11,True,1.12
43,24,5,8,2007,4,False,1.347
43,25,3,8,2007,11,True,1.446
43,19,8,8,2007,4,False,1.571
43,27,12,8,2007,35,False,3.031
43,16,12,8,2007,12,True,3.12
43,11,8,8,2007,12,True,1.449
44,1,1,9,2007,1,True,0.248
44,8,6,9,2007,1,True,0.1
44,4,1,9,2007,1,True,0.0
44,13,6,9,2007,1,True,0.269
44,9,2,9,2007,1,True,0.902
44,23,7,9,2007,36,False,0.708
44,5,4,9,2007,11,True,0.925
44,21,4,9,2007,11,True,0.89
44,2,2,9,2007,1,True,1.026
44,15,7,9,2007,31,False,0.981
44,17,9,9,2007,9,False,1.083
44,14,9,9,2007,11,True,1.177
44,25,3,9,2007,11,True,1.198
44,22,11,9,2007,11,True,1.212
44,26,5,9,2007,3,False,1.363
44,24,5,9,2007,6,False,1.671
44,3,3,9,2007,11,True,2.067
44,18,11,9,2007,11,True,2.183
44,19,8,9,2007,26,False,2.296
44,16,12,9,2007,5,False,2.867
44,11,8,9,2007,12,True,2.893
44,27,12,9,2007,12,True,3.434
45,8,6,20,2007,9,False,0.325
45,4,1,20,2007,1,True,0.071
45,13,6,20,2007,1,True,0.0
45,2,2,20,2007,1,True,0.74
45,9,2,20,2007,1,True,0.532
45,17,9,20,2007,1,True,0.749
45,5,4,20,2007,11,True,0.871
45,15,7,20,2007,11,True,0.947
45,23,7,20,2007,4,False,0.931
45,1,1,20,2007,11,True,0.273
45,3,3,20,2007,20,False,1.066
45,25,3,20,2007,1,True,1.084
45,21,4,20,2007,11,True,1.098
45,22,11,20,2007,11,True,1.309
45,19,8,20,2007,11,True,1.539
45,11,8,20,2007,31,False,1.766
45,18,11,20,2007,20,False,2.071
45,26,5,20,2007,20,False,2.126
45,24,5,20,2007,20,False,2.236
45,14,9,20,2007,1,True,2.239
45,16,12,20,2007,20,False,3.588
45,28,12,20,2007,9,False,5.028
46,4,1,11,2007,1,True,0.36
46,1,1,11,2007,1,True,0.0
46,2,2,11,2007,1,True,0.958
46,8,6,11,2007,1,True,0.806
46,3,3,11,2007,1,True,0.887
46,23,7,11,2007,1,True,1.148
46,9,2,11,2007,1,True,1.065
46,21,4,11,2007,11,True,1.289
1020,20,6,10,2019,1,True,
46,15,7,11,2007,11,True,0.65
46,17,9,11,2007,1,True,1.138
46,14,9,11,2007,11,True,1.417
46,5,4,11,2007,1,True,0.984
46,25,3,11,2007,11,True,1.564
46,13,6,11,2007,11,True,1.107
46,19,8,11,2007,3,False,1.717
46,24,5,11,2007,10,False,2.429
46,18,11,11,2007,37,False,2.436
46,22,11,11,2007,12,True,2.576
46,11,8,11,2007,11,True,2.842
46,20,5,11,2007,11,True,2.876
46,16,12,11,2007,12,True,3.436
46,29,12,11,2007,3,False,4.473
47,13,6,5,2007,1,True,0.198
47,1,1,5,2007,1,True,0.095
47,8,6,5,2007,1,True,0.061
47,4,1,5,2007,1,True,0.0
47,9,2,5,2007,1,True,0.412
47,2,2,5,2007,1,True,0.412
47,5,4,5,2007,1,True,0.198
47,3,3,5,2007,1,True,0.909
47,15,7,5,2007,11,True,0.96
47,21,4,5,2007,1,True,1.039
47,19,8,5,2007,11,True,1.161
47,17,9,5,2007,9,False,1.172
47,14,9,5,2007,1,True,1.259
47,25,3,5,2007,1,True,1.519
47,24,5,5,2007,11,True,1.957
47,23,7,5,2007,11,True,1.968
47,11,8,5,2007,11,True,2.112
47,20,5,5,2007,11,True,2.567
47,16,12,5,2007,32,False,3.02
47,29,12,5,2007,12,True,4.638
47,18,11,5,2007,11,True,1.379
47,22,11,5,2007,11,True,1.347
48,4,1,14,2007,1,True,0.0
48,1,1,14,2007,1,True,0.39
48,13,6,14,2007,22,False,0.637
48,2,2,14,2007,1,True,1.11
48,8,6,14,2007,1,True,1.013
48,9,2,14,2007,1,True,1.044
48,5,4,14,2007,1,True,1.778
48,3,3,14,2007,1,True,1.392
48,15,7,14,2007,1,True,1.751
48,18,11,14,2007,1,True,1.665
48,17,9,14,2007,1,True,1.81
48,22,11,14,2007,1,True,1.82
48,25,3,14,2007,11,True,1.853
48,19,8,14,2007,11,True,1.918
48,21,4,14,2007,11,True,1.969
48,20,5,14,2007,11,True,1.995
48,11,8,14,2007,11,True,2.393
48,23,7,14,2007,11,True,2.431
48,24,5,14,2007,11,True,2.53
48,14,9,14,2007,3,False,2.663
48,16,12,14,2007,11,True,3.343
48,29,12,14,2007,11,True,3.728
49,8,6,13,2007,1,True,0.0
49,13,6,13,2007,1,True,0.103
49,4,1,13,2007,1,True,0.372
49,1,1,13,2007,1,True,0.062
49,3,3,13,2007,1,True,1.399
49,2,2,13,2007,1,True,0.924
49,17,9,13,2007,1,True,1.356
49,15,7,13,2007,1,True,1.41
49,5,4,13,2007,1,True,1.17
49,23,7,13,2007,1,True,1.548
49,14,9,13,2007,9,False,1.73
49,18,11,13,2007,9,False,1.885
49,24,5,13,2007,11,True,2.045
49,9,2,13,2007,1,True,0.815
49,25,3,13,2007,32,False,2.324
49,20,5,13,2007,38,False,2.511
49,22,11,13,2007,11,True,2.884
49,11,8,13,2007,11,True,2.91
49,16,12,13,2007,11,True,2.974
49,19,8,13,2007,11,True,3.129
49,29,12,13,2007,11,True,4.487
49,21,4,13,2007,22,False,1.533
50,1,1,16,2007,1,True,0.0
50,4,1,16,2007,3,False,0.053
50,8,6,16,2007,1,True,0.235
50,13,6,16,2007,1,True,0.296
50,2,2,16,2007,39,False,0.495
50,18,11,16,2007,22,False,0.701
50,17,9,16,2007,4,False,0.782
50,20,5,16,2007,4,False,1.156
50,9,2,16,2007,1,True,0.777
50,21,4,16,2007,1,True,1.28
50,5,4,16,2007,1,True,1.479
50,14,9,16,2007,1,True,1.494
50,15,7,16,2007,11,True,1.5
50,24,5,16,2007,1,True,2.195
50,23,7,16,2007,29,False,2.438
50,3,3,16,2007,40,False,1.063
50,22,11,16,2007,1,True,2.57
50,25,3,16,2007,4,False,2.701
50,19,8,16,2007,37,False,2.811
50,16,12,16,2007,1,True,3.875
50,11,8,16,2007,4,False,4.009
50,29,12,16,2007,11,True,4.915
51,1,1,17,2007,20,False,0.417
51,8,6,17,2007,1,True,0.0
51,13,6,17,2007,1,True,0.411
51,4,1,17,2007,1,True,0.428
51,14,9,17,2007,1,True,0.871
51,23,7,17,2007,20,False,1.328
51,17,9,17,2007,1,True,1.221
51,2,2,17,2007,1,True,0.836
51,9,2,17,2007,9,False,0.735
51,18,11,17,2007,1,True,1.39
51,24,5,17,2007,1,True,1.481
51,15,7,17,2007,11,True,1.578
51,5,4,17,2007,1,True,1.61
51,19,8,17,2007,23,False,1.822
51,3,3,17,2007,12,True,1.763
51,22,11,17,2007,11,True,1.87
51,20,5,17,2007,1,True,1.51
51,21,4,17,2007,1,True,1.909
51,25,3,17,2007,11,True,2.075
51,11,8,17,2007,11,True,2.837
51,16,12,17,2007,3,False,3.287
51,29,12,17,2007,13,False,3.955
52,13,6,18,2007,1,True,0.0
52,1,1,18,2007,11,True,0.151
52,8,6,18,2007,1,True,0.23
52,4,1,18,2007,1,True,0.425
52,17,9,18,2007,6,False,0.752
52,2,2,18,2007,1,True,0.957
52,9,2,18,2007,1,True,0.71
52,15,7,18,2007,11,True,0.901
52,14,9,18,2007,11,True,0.915
52,3,3,18,2007,1,True,0.821
52,22,11,18,2007,5,False,1.001
52,21,4,18,2007,4,False,1.037
52,20,5,18,2007,9,False,1.127
